Name,Country,Varietal,Wine type,Rating,NumberOfRatings,Year,Price$
Cleto Chiarli Lambrusco Lambrusco di Modena Amabile,Italy,Red Sparkling Wine,Sparkling & Champagne,4.2,355,Not available,15.99
Antinori Villa Toscana 2019,Italy,Tuscan Blends,Red Wine,4.1,41, 2019,18.98
Montepeloso A Quo Toscana Rosso 2020,Italy,Other Red Blends,Red Wine,0.0,0, 2020,25.99
Boroli Barolo 2016,Italy,Nebbiolo,Red Wine,0.0,0, 2016,63.99
Prunotto Barolo 2017,Italy,Nebbiolo,Red Wine,0.0,0, 2017,55.99
Tenuta di Biserno Biserno 2019,Italy,Other Red Blends,Red Wine,0.0,0, 2019,219.99
Franco Pacenti Brunello di Montalcino 2015,Italy,Sangiovese,Red Wine,0.0,0, 2015,75.99
Inama Vigneti di Foscarino Soave Classico 2019,Italy,Garganega,White Wine,3.8,26, 2019,29.99
Pio Cesare Fides Barbera d'Alba 2020,Italy,Barbera,Red Wine,0.0,0, 2020,53.99
Russiz Superiore Sauvignon 2020,Italy,Sauvignon Blanc,White Wine,4.1,8, 2020,31.99
Alois Lageder Terra Alpina Pinot Grigio Vigneti delle Dolomiti 2020,Italy,Pinot Gris/Grigio,White Wine,4.2,62, 2020,16.99
Tenuta di Arceno Arcanum 2016,Italy,Cabernet Franc,Red Wine,0.0,0, 2016,99.99
Venturini Baldini Montelocco Lambrusco,Italy,Red Sparkling Wine,Sparkling & Champagne,3.8,65,Not available,17.99
Ruffino Prosecco (375ML half-bottle),Italy,Non Vintage Sparkling Wine,Sparkling & Champagne,nan,66,Not available,8.99
Elena Walch Pinot Bianco 2021,Italy,Pinot Blanc,White Wine,3.9,12, 2021,21.99
Michele Chiarlo Nivole Moscato d'Asti 2020,Italy,Muscat,White Wine,4.3,45, 2020,18.99
Argiolas Costamolino Vermentino 2021,Italy,Vermentino,White Wine,3.2,13, 2021,14.99
Tenimenti d'Alessandro Rosso Syrah 2019,Italy,Syrah/Shiraz,Red Wine,0.0,0, 2019,19.99
Ornellaia (1.5 Liter Magnum) 2018,Italy,Bordeaux Red Blends,Red Wine,0.0,0, 2018,569.99
Poggio al Tesoro Mediterra 2020,Italy,Other Red Blends,Red Wine,4.2,15, 2020,21.99
St. Michael-Eppan Schulthauser Pinot Bianco 2020,Italy,Pinot Blanc,White Wine,4.3,54, 2020,26.99
Elio Perrone Moscato d'Asti Sourgal 2021,Italy,Muscat,White Wine,0.0,0, 2021,18.99
J. Hofstatter Meczan Pinot Nero 2018,Italy,Pinot Noir,Red Wine,0.0,0, 2018,21.99
Zardetto Prosecco Brut,Italy,Non Vintage Sparkling Wine,Sparkling & Champagne,3.8,159,Not available,13.99
Cantine Lunae Bosoni Etichetta Grigia Vermentino 2021,Italy,Vermentino,White Wine,0.0,0, 2021,23.99
Montenidoli Vernaccia di San Gimignano Tradizionale 2020,Italy,Vernaccia,White Wine,0.0,0, 2020,26.99
Tenute Silvio Nardi Poggio Doria Brunello di Montalcino 2015,Italy,Sangiovese,Red Wine,5.0,22, 2015,129.99
Marchesi di Barolo Tradizione Barbaresco 2016,Italy,Nebbiolo,Red Wine,3.6,5, 2016,48.99
Villarini Nero d'Avola 2021,Italy,Nero d'Avola,Red Wine,0.0,0, 2021,14.99
Querciabella Chianti Classico (375ML half-bottle) 2016,Italy,Sangiovese,Red Wine,0.0,0, 2016,19.99
Piaggia Carmignano Riserva 2018,Italy,Other Red Blends,Red Wine,0.0,0, 2018,45.99
Domini Veneti La Casetta Valpolicella Ripasso Classico Superiore 2017,Italy,Other Red Blends,Red Wine,4.2,6, 2017,23.99
Antinori Pian delle Vigne Rosso di Montalcino 2019,Italy,Sangiovese,Red Wine,0.0,0, 2019,29.99
La Morandina Moscato d'Asti 2021,Italy,Muscat,White Wine,4.8,5, 2021,16.99
Colosi Nero d'Avola 2020,Italy,Nero d'Avola,Red Wine,4.1,34, 2020,15.99
Bussola Amarone della Valpolicella Classico 2017,Italy,Other Red Blends,Red Wine,0.0,0, 2017,69.99
Gulfi NeroBufaleffj 2017,Italy,Nero d'Avola,Red Wine,0.0,0, 2017,69.99
Gaja Camarcanda 2018,Italy,Bordeaux Red Blends,Red Wine,0.0,0, 2018,179.99
Marcarini Moscato d'Asti 2021,Italy,Muscat,White Wine,0.0,0, 2021,23.99
Citra Montepulciano d'Abruzzo 2019,Italy,Montepulciano,Red Wine,2.3,6, 2019,10.99
Benvolio Pinot Grigio 2021,Italy,Pinot Gris/Grigio,White Wine,nan,0, 2021,9.99
Riff Pinot Grigio 2021,Italy,Pinot Gris/Grigio,White Wine,0.0,0, 2021,12.99
Gran Passione Rosso 2020,Italy,Other Red Blends,Red Wine,4.0,16, 2020,12.99
Il Molino di Grace Chianti Classico Gran Selezione Il Margone 2015,Italy,Sangiovese,Red Wine,3.6,14, 2015,39.99
Tenuta Sette Ponti Crognolo 2019,Italy,Tuscan Blends,Red Wine,4.1,30, 2019,29.99
Planeta Santa Cecilia 2018,Italy,Nero d'Avola,Red Wine,0.0,0, 2018,52.99
Camigliano Brunello di Montalcino 2017,Italy,Sangiovese,Red Wine,0.0,0, 2017,54.99
Tenuta di Arceno Chianti Classico Riserva 2018,Italy,Sangiovese,Red Wine,0.0,0, 2018,47.99
Castello Romitorio Brunello di Montalcino 2017,Italy,Sangiovese,Red Wine,0.0,0, 2017,66.99
Castiglion del Bosco Chardonnay 2020,Italy,Chardonnay,White Wine,0.0,0, 2020,25.99
Silvio Grasso Barolo 2018,Italy,Nebbiolo,Red Wine,3.9,7, 2018,35.99
Pietradolce Etna Rosso 2020,Italy,Nerello Mascalese,Red Wine,4.1,15, 2020,25.99
Cusumano Nero d'Avola 2020,Italy,Nero d'Avola,Red Wine,3.8,37, 2020,13.99
Varvaglione Vigne & Vini srl 12 e Mezzo Negroamaro del Salento 2019,Italy,Negroamaro,Red Wine,0.0,0, 2019,14.99
Prophecy Pinot Grigio 2021,Italy,Pinot Gris/Grigio,White Wine,0.0,0, 2021,11.99
